time,variance_relaxation
0.0,-4.469859358385883
1.0,6.248844928588869
2.0,4.481969731188013
3.0,-4.457768553247868
4.0,2.4327264222242846
5.0,-1.4864383940373147
6.0,1.299559344909218
7.0,-1.4485829977031592
8.0,-0.7919594481966152
9.0,3.93606644498926
10.0,-1.49918684853432
11.0,-0.27519840803048995
12.0,3.3814950339900323
13.0,2.564267972169773
14.0,-4.374986733957472
15.0,-5.122284888484849
16.0,0.3032357006317537
17.0,0.21739121908798026
18.0,-1.0052684791481854
19.0,1.1255690514809933
20.0,-2.7681972526700998
21.0,-4.285607255115185
22.0,-0.9121918784660842
23.0,-1.9783140324761759
24.0,0.9820094418581876
25.0,-3.181488123720835
26.0,-2.204842006257642
27.0,3.437295221872731
28.0,1.4199740672133363
29.0,-2.837287994324207
30.0,0.9535638092601154
31.0,-6.731017095860538
32.0,-0.7918030617285453
33.0,-0.6805028707090316
34.0,2.770288530186867
35.0,1.2467412793166783
36.0,-0.863708506008728
37.0,4.387429472041146
38.0,0.4652083118229368
39.0,1.161170020709259
40.0,-2.1510793809211
41.0,-1.363075160014852
42.0,-4.799881166937153
43.0,3.2076925198268413
44.0,-2.492158061381699
45.0,-1.5610327453209452
46.0,-2.2804516979016833
47.0,3.822969553944032
48.0,-4.3930502637092586
49.0,0.26614241279098416
50.0,1.144016986675999
51.0,2.8792152637829784
52.0,1.4540476697369413
53.0,5.342066644541581
54.0,0.2623701101470398
55.0,-0.26319717422390454
56.0,0.29822186435127696
57.0,-4.442977566571639
58.0,-0.4051270402683812
59.0,1.145591634739814
60.0,-2.656004042099739
61.0,-3.3829953718163503
62.0,0.28667175077611506
63.0,-0.8906947825996984
64.0,-0.5135608322772541
65.0,-1.1843909216299904
66.0,2.330695464387244
67.0,-2.378125475471264
68.0,0.17289846666283892
69.0,-1.1271347517712524
70.0,-2.352373071345547
71.0,-2.331727730167283
72.0,2.9508431950263727
73.0,-2.635044086085516
74.0,-2.991511786168426
75.0,2.032898244097812
76.0,-2.8849894036692483
77.0,-5.194649008047539
78.0,4.181222809850186
79.0,-2.569995976320378
80.0,0.7716205642170548
81.0,2.2598105281263168
82.0,-0.8520690210450704
83.0,-0.20315664214082693
84.0,-2.6018384007743762
85.0,-1.2158197941572846
86.0,0.9906451224360714
87.0,1.9843549828270652
88.0,-0.8028212802577138
89.0,-0.8798541085622709
90.0,0.7322696238054799
91.0,1.7102837263420607
92.0,-5.056175642678134
93.0,0.1016859805897711
94.0,-0.43784697488109386
95.0,4.698607773492895
96.0,5.0767146645619805
97.0,3.0571418388741876
98.0,2.5187699995420925
99.0,0.3466216237513466
100.0,4.8425339875907065
101.0,-1.6386195960096008
102.0,3.2600342925681898
103.0,-2.9992942471015094
104.0,-1.5846613372659413
105.0,0.3282619184139214
106.0,-1.767332728064815
107.0,-0.7307319923995703
108.0,2.6182250548018398
109.0,-4.568338899237147
110.0,5.778020697561832
111.0,-7.732746835115851
112.0,-0.272603230227596
113.0,-0.24080392173041634
114.0,3.978301704923531
115.0,-0.2903111263622604
116.0,1.2519869277786746
117.0,1.2456773817562021
118.0,0.5508581880480187
119.0,0.4183568191902611
120.0,0.4338413625744073
121.0,-4.787571248027359
122.0,1.4498078569237236
123.0,-2.28579807127113
124.0,1.6038388913757022
125.0,4.289019689871782
126.0,-0.17078118720765936
127.0,-1.1543104301944775
128.0,-3.0618435394869112
129.0,0.14527256772464983
130.0,-4.605951031152002
131.0,-0.2191322386407161
132.0,-5.085721104543015
133.0,-0.9072013848174074
134.0,-2.351065321954568
135.0,-0.3856645237850674
136.0,4.4643673431686945
137.0,-0.1821524012216336
138.0,0.8890905901120205
139.0,7.177300167854826
140.0,-3.255638283428868
141.0,4.437102138308541
142.0,-1.6064365946762729
143.0,-2.3813149576135344
144.0,-2.9568316917055246
145.0,1.1887907992693802
146.0,0.1570561990367888
147.0,1.1085337448737502
148.0,-1.118813380506338
149.0,2.2642897902931156
150.0,5.28407604399924
151.0,-2.152061500336113
152.0,-2.172980184490044
153.0,1.2981178396756807
154.0,0.7174968500615471
155.0,1.8284586417608466
156.0,-0.1535073890724186
157.0,-2.0467262971368467
158.0,-0.1501873095818764
159.0,1.9808218354602738
160.0,-1.793227447677815
161.0,2.234141228199973
162.0,-2.8699077138923568
163.0,-0.29389260362528474
164.0,-1.064366324189821
165.0,2.155196763048217
166.0,-1.0923361238346725
167.0,-3.6083486189417817
168.0,-0.9251188373369943
169.0,6.147054021711546
170.0,0.24677969313078982
171.0,0.3754730144569352
172.0,2.729480853998809
173.0,0.5503880630718915
174.0,-5.170905714974172
175.0,0.4154592118532888
176.0,-2.4838438360367214
177.0,1.0656453958897563
178.0,-5.8255230050820925
179.0,-5.419500025842452
180.0,-1.730213181190761
181.0,-4.561705281933788
182.0,7.979070298724808
183.0,2.8948721356249973
184.0,0.08672296876960647
185.0,-0.33083486517715704
186.0,-0.27900425082639063
187.0,4.255620404942428
188.0,-2.5854937919923744
189.0,-1.6394993940530438
190.0,0.35099319846538196
191.0,4.318184066026431
192.0,1.0609803712413912
193.0,0.48818887708472264
194.0,-0.6626428731803677
195.0,0.23079499461071826
196.0,3.341932202272597
197.0,-1.76745574380966
198.0,4.849737994169549
199.0,-0.8267978794477769
200.0,-0.883504874303665
201.0,1.9261978006142968
202.0,1.253361879572731
203.0,-2.3192474878199434
204.0,0.5864069541376216
205.0,1.001665278365055
206.0,-0.2903222933288043
207.0,-0.9335313607022694
208.0,3.1828386402823154
209.0,1.322114611156835
210.0,1.5276683794378823
211.0,-1.3252391019723737
212.0,1.2981754835668442
213.0,-1.1295787023164356
214.0,-2.506788745383986
215.0,-3.0171749453798835
216.0,3.4458942369892758
217.0,-1.332816146925455
218.0,1.1555943388789716
219.0,-5.779637367698196
220.0,0.24270127980739342
221.0,-3.232569782671116
222.0,4.1245285004536685
223.0,1.2498461030241255
224.0,2.8318592635631554
225.0,0.34906832968643237
226.0,2.663159296489381
227.0,2.925001263778391
228.0,-0.4412674379331101
229.0,2.0609786251990236
230.0,-3.188743820567628
231.0,1.4273056486941937
232.0,-2.1373567158071616
233.0,0.4356198310568165
234.0,-0.39958028770271947
235.0,0.9139325897122079
236.0,2.7775348945974883
237.0,4.461334581862146
238.0,-1.3542958483038658
239.0,1.4204603340750228
240.0,3.4823496436506685
241.0,0.5568467203450422
242.0,-2.4112242795276733
243.0,0.7286692862501795
244.0,0.8518195289493682
245.0,-0.9313450344059421
246.0,-4.006967173152557
247.0,-0.20277754221653438
248.0,0.7956344115165973
249.0,1.3910052409415645
250.0,-1.740366359337356
251.0,-2.105212091767931
252.0,1.5223087962072068
253.0,-0.20630481585073512
254.0,-0.517672536993226
255.0,-1.6095107379323208
256.0,1.3171321664406854
257.0,-5.455830048879307
258.0,-5.806800142130483
259.0,5.27477286020592
260.0,-3.1071178927420706
261.0,-0.7280435846006976
262.0,0.41775732301236485
263.0,1.7078064870899408
264.0,2.805162829705801
265.0,2.7883512417070455
266.0,-0.28826196748573585
267.0,-1.4446671174874506
268.0,-0.180734671912776
269.0,0.7038412439946147
270.0,-0.44501263375525735
271.0,-3.0460056215208953
272.0,-2.482713023700943
273.0,-2.5240918282558034
274.0,-0.7242346283840331
275.0,0.34669549509429004
276.0,3.3993005648715022
277.0,-0.9234826683387353
278.0,1.3835591683200787
279.0,-1.4300829962899937
280.0,5.344118931360421
281.0,4.931474303142614
282.0,-1.0632104357943843
283.0,-0.6582216640244213
284.0,4.175435204049092
285.0,3.6544668997649135
286.0,2.9411276254128533
287.0,-5.213637617924243
288.0,-2.1959092388980808
289.0,-3.136138099376637
290.0,0.06914731475648427
291.0,-4.763394887188408
292.0,-3.330935924392439
293.0,-6.929329431504117
294.0,-3.189213899679657
295.0,-0.4611207054277921
296.0,2.6048945449969167
297.0,-2.979365818473751
298.0,-2.9141445047894896
299.0,1.1584261153043096
300.0,-0.09517425882871182
301.0,-0.5972925079284374
302.0,1.8375982338829357
303.0,-2.865099965180691
304.0,-0.5451669203991611
305.0,4.4091493098517285
306.0,5.119678387866675
307.0,2.1214532194221944
308.0,-2.0144035439148213
309.0,3.0569192708493316
310.0,-2.22617057239475
311.0,8.82152688685204
312.0,-1.3185423478800007
313.0,6.23215299028651
314.0,-2.4946386768703146
315.0,0.6164043187085683
316.0,-2.0556486515538928
317.0,0.6804026972627848
318.0,-2.3999151869866586
319.0,1.9860507230840363
320.0,0.8993866869862736
321.0,-2.4580656591403227
322.0,-0.3528230115447975
323.0,0.1464094967722036
324.0,1.9181187309103362
325.0,-0.6518909737704759
326.0,1.868050237943971
327.0,-0.7089378909757875
328.0,-1.2633923888161955
329.0,0.32016267950988975
330.0,0.3114794994752981
331.0,-3.1035700167473914
332.0,-2.5595281389101894
333.0,-1.2769991152164124
334.0,-1.2373776220964472
335.0,-2.82461028975687
336.0,2.132485697423402
337.0,-1.9259454831636773
338.0,4.721314598769068
339.0,2.610608517154641
340.0,2.67295583779715
341.0,-4.292139246784157
342.0,6.883573691295982
343.0,1.550464773256233
344.0,2.5281556496795563
345.0,-5.421163113099237
346.0,-0.291611964398665
347.0,0.4078318613624569
348.0,-1.4483326446704299
349.0,2.7125656499450703
350.0,5.229786453757372
351.0,2.57098819367392
352.0,1.0354356978758008
353.0,-0.3842892059985744
354.0,0.26149918885972767
355.0,1.6949899954538097
356.0,1.3409288368904784
357.0,-0.62220536459296
358.0,-2.7222190137332514
359.0,3.5967255790849357
360.0,-1.0799024895336653
361.0,1.56171399552012
362.0,-1.5913602238757754
363.0,1.5922949912587367
364.0,-1.6196735837393637
365.0,1.2669636607641857
366.0,-5.960163478591913
367.0,5.155281626930429
368.0,-1.6464923829841716
369.0,-2.2941894979889055
370.0,-1.3530865824196943
371.0,-2.789895240059075
372.0,-2.144607174215888
373.0,5.2560108937120145
374.0,0.03984940780946781
375.0,-1.0771215736772186
376.0,1.2868680599564355
377.0,2.2248111850335173
378.0,-2.6544547861721144
379.0,-4.612799775773163
380.0,-0.3923296694004145
381.0,-3.1061286011792975
382.0,-2.611736625165134
383.0,-2.385666940300036
384.0,-0.8416980007859367
385.0,1.5314856475630145
386.0,0.16182793956521085
387.0,-1.9484590547839185
