time,underdamped_ar2
0.0,0.01158391856323636
1.0,0.34489852090256357
2.0,-0.03877268193095883
3.0,-0.10818582933773375
4.0,0.23468373627278333
5.0,0.23335267760114892
6.0,-0.11035491035655413
7.0,-0.41598972888163466
8.0,0.056999384989794594
9.0,0.41503827977946706
10.0,0.2965767356866815
11.0,-0.20091380693082464
12.0,-0.5770454847160807
13.0,-0.566718102885269
14.0,0.40797593330274085
15.0,1.1084507008779685
16.0,0.5719959545237211
17.0,-0.6033737498172802
18.0,-1.028081963185435
19.0,0.08638305757406933
20.0,1.1357461120206296
21.0,0.5392882333493242
22.0,-0.8784600504681057
23.0,-1.0958270214754764
24.0,0.07135008722921718
25.0,1.1609947865412598
26.0,0.6740825195615088
27.0,-0.5713610720407495
28.0,-0.9448919063792305
29.0,-0.4588311062541308
30.0,0.5390304435831929
31.0,0.6620355787435025
32.0,-0.14021949970702655
33.0,-0.36964391231444554
34.0,-0.10192986574989478
35.0,0.4333314392168761
36.0,0.5181919922888288
37.0,0.028111130494158133
38.0,-0.633995536034195
39.0,-0.6553897396192632
40.0,0.10349036102860577
41.0,0.49598637429801484
42.0,0.22127202355066797
43.0,-0.3899009575024175
44.0,-0.5885500285111271
45.0,0.010313364010889444
46.0,0.8595987500769917
47.0,0.824732202453457
48.0,-0.2321376528989449
49.0,-1.262061188088704
50.0,-0.6867721364771862
51.0,0.9678448427860809
52.0,1.3826386192640918
53.0,0.1156324460227408
54.0,-1.2656944232239091
55.0,-1.048698621329198
56.0,0.22977145764125856
57.0,1.1620650734718467
58.0,0.4463741268431846
59.0,-0.8877484855371965
60.0,-1.012100029567939
61.0,0.0965387934527083
62.0,1.078078782271011
63.0,0.5998992114774299
64.0,-1.0767330875363206
65.0,-1.4319086833964203
66.0,-0.002949197359746422
67.0,1.35324134203305
68.0,0.9711548607645573
69.0,-0.9667560114394427
70.0,-2.0776387314155857
71.0,-0.5492986766888833
72.0,1.4893849893793036
73.0,1.9549322249190717
74.0,-0.3591148314700108
75.0,-2.141253459906524
76.0,-1.2461464896916188
77.0,1.3290028313148776
78.0,2.284256705473397
79.0,0.31600412684918205
80.0,-2.016551868977952
81.0,-1.7240559716376134
82.0,0.7078902154942746
83.0,2.2409082053398417
84.0,1.0084186730391724
85.0,-1.7371209477790372
86.0,-2.2753482298854384
87.0,0.06704534474584124
88.0,2.2114391268958316
89.0,1.6237897029045822
90.0,-1.0831323939376138
91.0,-2.520967931017759
92.0,-0.7983070887356976
93.0,1.911686692187639
94.0,2.3622071008992553
95.0,-0.07887639443164307
96.0,-2.4663419925874397
97.0,-1.5703500776006845
98.0,1.3476644740762507
99.0,2.360556283784419
100.0,0.5039545847838456
101.0,-1.9946609811321814
102.0,-1.8253373471965326
103.0,0.49564735224365913
104.0,2.163703940463991
105.0,0.9979688624261868
106.0,-1.4567599890261198
107.0,-2.1396492254681383
108.0,-0.025175370592210613
109.0,2.2712389624268132
110.0,1.718340690092803
111.0,-1.0263749000191624
112.0,-2.3532147887149493
113.0,-0.6042062187876328
114.0,1.6091228274824347
115.0,1.5204416636861697
