time,mean_drift
0.0,2.3788807233623963
1.0,1.8507238808713613
2.0,0.15492740091862545
3.0,0.4072463432907921
4.0,1.5961860947638222
5.0,2.2598997975755397
6.0,2.3956259134451505
7.0,1.485617402923451
8.0,1.5907999446532264
9.0,2.0345565878981877
10.0,1.3956915933220224
11.0,-0.12098207958351814
12.0,2.4457058141413386
13.0,-0.3862444877057931
14.0,1.3372369362881014
15.0,3.4698413006074427
16.0,2.4439367350264884
17.0,2.0851586628169194
18.0,2.341260923560213
19.0,2.600817028320701
20.0,2.1867565788339203
21.0,2.1571848149581605
22.0,2.2708465165574623
23.0,2.27053071491207
24.0,0.8478051199051706
25.0,2.7322825858011326
26.0,2.831325132236012
27.0,0.3729668468162014
28.0,2.919696310058929
29.0,-0.18155139041040536
30.0,-0.3509321643005672
31.0,0.5523860399549008
32.0,-0.4738016070966591
33.0,0.8412177503771401
34.0,1.9535675416052847
35.0,1.5629568720537799
36.0,2.15466321149717
37.0,1.3081498238927887
38.0,3.426734795774995
39.0,0.8568601249169469
40.0,2.391104409784419
41.0,0.9798275544584909
42.0,1.2796094486551624
43.0,0.42183744438477244
44.0,4.531190052478438
45.0,0.03787313697315087
46.0,-0.35711933405538465
47.0,0.9043038591479213
48.0,0.6892874916379967
49.0,0.6635559599743468
50.0,2.0867834561597287
51.0,0.9422450014699275
52.0,1.324233359910326
53.0,2.405681912174221
54.0,0.9519656417083316
55.0,0.7930087274263695
56.0,1.1371309929760707
57.0,-0.557054039182532
58.0,1.4849685988752876
59.0,2.354813409759287
60.0,0.7607683591138739
61.0,0.9856303541742246
62.0,0.9386392581473373
63.0,1.498161802646179
64.0,1.5901342263009426
65.0,0.24665815467645236
66.0,0.5006977758763568
67.0,1.233104815159558
68.0,2.018046438940249
69.0,4.326217218447346
70.0,0.8486288684728314
71.0,1.830105240837741
72.0,3.7087696583965073
73.0,0.45975619314726235
74.0,2.263076083185971
75.0,-1.4415068182328508
76.0,1.0553434904995744
77.0,0.8051493323746681
78.0,1.883011780188447
79.0,1.963071051305281
80.0,0.801165922336212
81.0,1.4049007438900345
82.0,-0.2582346043480801
83.0,0.6656151732810348
84.0,1.5001052420244663
85.0,1.3145131834030002
86.0,0.8063884758543284
87.0,1.0733420746459772
88.0,0.24836874253586128
89.0,1.8023033217563542
90.0,0.9732279384306538
91.0,0.9162302050185316
92.0,0.8401569866994587
93.0,2.8872886767382018
94.0,2.291379235917171
95.0,-0.33541975851345396
96.0,1.1056446572074687
97.0,0.8564960894123099
98.0,-0.6382416432991007
99.0,1.5259083239060605
100.0,-0.8497364402018941
101.0,1.8185171431246074
102.0,0.5171265413378349
103.0,0.18420511183679178
104.0,1.2920657860041473
105.0,0.9966631538842959
106.0,2.366552040789194
107.0,2.8244473172605717
108.0,-0.7408358821522534
109.0,2.4459279043479665
110.0,0.8786493068825718
111.0,0.7525028044990405
112.0,0.6669847655501189
113.0,1.498321478033087
114.0,0.9796615432098195
115.0,0.7612240980271074
116.0,1.0344095669327262
117.0,2.0669691334911637
118.0,1.1406439398361568
119.0,2.0575336110913978
120.0,1.659527611601335
121.0,0.9256281183508264
122.0,0.5036040449141517
123.0,2.478812046001443
124.0,1.0118287780909212
125.0,0.15186733376965322
126.0,0.7523531300555744
127.0,0.42649232294518824
128.0,2.088435129942445
129.0,2.0537804355169738
130.0,2.8618600481063465
131.0,1.6824864816949814
132.0,2.0092145894283684
133.0,1.492695518630701
134.0,0.7684594906514182
135.0,0.2721412428579606
136.0,2.806668434575539
137.0,2.391263470733981
138.0,1.4212418469020016
139.0,-0.07636758931208831
140.0,0.5235975014689076
141.0,1.4786386042732167
142.0,2.2933473061843372
143.0,0.44692008865191346
144.0,0.669743283947802
145.0,0.6589008559733706
146.0,1.3095608991056833
147.0,0.2760711747727721
148.0,1.7900173497854497
149.0,1.9343216179886102
150.0,-0.06128140477940858
151.0,-0.08819625684918653
152.0,1.6314142112893384
153.0,0.552727450982461
154.0,1.6730206345353655
155.0,-0.4172107958006861
156.0,0.07650758338245689
157.0,1.4421147768170677
158.0,1.6539671177929791
159.0,2.0469789850584545
160.0,-0.3279783097834432
161.0,1.9762856189788731
162.0,0.5813399614889189
163.0,0.7868134301450216
164.0,1.7180530572222326
165.0,1.5954526817312298
166.0,0.04106434924625724
167.0,-0.012745444782680915
168.0,1.8472726074728578
169.0,2.089130990449241
170.0,0.1941257931242364
171.0,3.333722945444019
172.0,1.3132991624259427
173.0,1.4206936617886168
174.0,3.9310585657449835
175.0,1.3163585873704686
176.0,2.5071934202451285
177.0,-0.3594291073475382
178.0,2.230143806846039
179.0,2.0176571487278223
180.0,1.4238546750878935
181.0,0.882716237007255
182.0,2.2261640377384837
183.0,1.5047653174831312
184.0,2.6044627686381245
185.0,1.8877854256419437
186.0,0.9256954387490023
187.0,1.5640527419123225
188.0,1.0234398019990825
189.0,1.4698376488222147
190.0,0.5188368686396514
191.0,2.9219814899396432
192.0,1.1196192586596996
193.0,0.10972261625356272
194.0,1.6365980607405466
195.0,0.3162442915283532
196.0,1.7638709029469277
197.0,0.9606295762818863
198.0,-1.0586427424238274
199.0,1.1936305156997924
200.0,3.2871247450311616
201.0,1.039810944393717
202.0,0.8274754578244206
203.0,1.2399034545355616
204.0,0.9368416825788529
205.0,0.5040104520022751
206.0,2.2592604259724083
207.0,0.6696667264962424
208.0,1.9065621627144074
209.0,0.9262608996281745
210.0,0.49482248330331124
211.0,1.0369586644801005
212.0,1.8588834929252604
213.0,1.3113570666463736
214.0,1.1998136044298076
215.0,0.46725344878425346
216.0,0.9963496316069629
217.0,1.7595385104003922
218.0,2.894389284722845
219.0,0.6219448117592062
